process_id,process_name,process_description,industry,department,repetition_level,rule_based_decision_level,structured_data_level,exception_rate,process_stability,manual_data_entry_level,system_count,handoff_count,human_judgement_level,compliance_risk_level,customer_impact_level,volume_level,time_sensitivity,data_quality_level,automation_suitability_score,automation_recommendation,implementation_complexity,business_value_potential
P0864,Re-Contextualize Web-Enabled Models,"Procurement process involving vendor comparison, approvals, and compliance checks.",Banking,Operations,2,5,1,2,4,4,8,3,5,4,3,2,4,3,70,AI Copilot,High,Medium
P0865,Mesh Revolutionary Content,University placement compliance and internship onboarding workflow.,Telecommunications,Finance,3,1,3,2,1,5,4,6,4,4,4,3,2,1,75,Workflow Automation,Medium,High
P0866,Iterate Web-Enabled Systems,"Procurement process involving vendor comparison, approvals, and compliance checks.",Manufacturing,Customer Service,1,4,4,3,2,5,4,8,5,1,3,2,1,4,67,AI Agent,High,High
P0867,Morph 24/7 Vortals,"Procurement process involving vendor comparison, approvals, and compliance checks.",Insurance,Sales,1,5,5,4,3,1,4,9,1,4,1,1,3,2,74,AI Copilot,High,High
P0868,Architect Plug-And-Play Deliverables,University placement compliance and internship onboarding workflow.,Education,Procurement,4,4,1,3,4,3,4,7,1,5,3,5,4,5,100,RPA,High,High
P0869,Enhance Plug-And-Play Roi,Insurance claims process involving document validation and manual data entry.,Logistics,HR,5,3,4,2,1,1,5,5,3,1,4,4,5,2,95,Intelligent Document Processing,Medium,High
P0870,Optimize Dynamic Experiences,Customer support process involving complaint analysis and escalation management.,Logistics,Procurement,3,3,3,3,4,3,3,3,4,5,1,4,4,5,91,Intelligent Document Processing,Low,High
P0871,Redefine Clicks-And-Mortar Functionalities,"HR onboarding process involving approvals, account creation, and employee record updates.",Manufacturing,Sales,1,3,4,3,3,4,4,6,3,2,5,5,3,5,99,Workflow Automation,Medium,High
P0872,Grow Distributed Web-Readiness,Insurance claims process involving document validation and manual data entry.,Telecommunications,HR,3,4,3,1,1,3,9,9,3,2,1,5,1,4,100,RPA,High,High
P0873,Enhance Next-Generation Bandwidth,Customer support process involving complaint analysis and escalation management.,Finance,Student Services,3,1,1,4,3,4,6,8,4,2,5,1,5,3,49,Process Redesign,High,Medium
P0874,Brand Front-End Solutions,"HR onboarding process involving approvals, account creation, and employee record updates.",Government,Student Services,4,2,1,5,1,2,2,10,4,5,2,5,4,2,52,Process Redesign,High,Medium
P0875,Expedite Web-Enabled Metrics,"Procurement process involving vendor comparison, approvals, and compliance checks.",Education,Sales,4,5,3,4,4,2,4,5,4,1,5,2,5,1,84,RPA,Medium,High
P0876,Morph Real-Time Portals,University placement compliance and internship onboarding workflow.,Retail,HR,4,4,2,2,1,2,4,4,2,5,2,1,2,1,80,Intelligent Document Processing,Medium,High
P0877,Embrace Customized Communities,University placement compliance and internship onboarding workflow.,Education,Finance,2,1,2,2,5,5,3,7,4,3,4,2,4,4,82,RPA,High,High
P0878,Productize Magnetic Bandwidth,Retail inventory reconciliation across multiple systems and spreadsheets.,Manufacturing,Operations,1,1,4,5,3,4,10,9,4,3,4,1,1,5,30,Do Not Automate,High,Low
P0879,Architect Bricks-And-Clicks Markets,Healthcare records verification and compliance review process.,Education,Sales,2,5,5,3,5,1,1,4,3,2,4,4,3,3,100,Workflow Automation,Medium,High
P0880,Benchmark Web-Enabled Partnerships,Retail inventory reconciliation across multiple systems and spreadsheets.,Finance,Claims,5,4,2,1,2,3,3,3,2,1,5,5,4,5,100,Workflow Automation,Low,High
P0881,Streamline Bleeding-Edge Info-Mediaries,"HR onboarding process involving approvals, account creation, and employee record updates.",Healthcare,Student Services,1,4,2,3,4,1,5,10,4,1,3,2,2,2,39,Do Not Automate,High,Low
P0882,Transition Distributed Users,University placement compliance and internship onboarding workflow.,Banking,Sales,4,5,5,1,5,3,10,7,3,1,3,3,5,2,100,Intelligent Document Processing,High,High
P0883,Visualize Distributed Eyeballs,Retail inventory reconciliation across multiple systems and spreadsheets.,Telecommunications,Claims,5,2,3,4,3,3,7,8,3,1,3,4,3,2,88,RPA,High,High
P0884,Unleash Sticky Web Services,Retail inventory reconciliation across multiple systems and spreadsheets.,Finance,Compliance,1,3,1,2,2,1,2,4,3,2,5,4,4,5,44,Process Redesign,Medium,Medium
P0885,Integrate Back-End E-Markets,Healthcare records verification and compliance review process.,Telecommunications,Sales,4,2,2,5,4,1,3,4,3,2,5,4,1,2,72,Human-Assisted Automation,Medium,High
P0886,Matrix Cross-Media Initiatives,Retail inventory reconciliation across multiple systems and spreadsheets.,Banking,IT,3,3,5,2,3,3,7,2,3,4,3,5,2,3,100,RPA,High,High
P0887,Unleash Enterprise Deliverables,Retail inventory reconciliation across multiple systems and spreadsheets.,Logistics,Procurement,1,4,1,4,4,4,4,8,2,3,2,5,5,1,93,Workflow Automation,High,High
P0888,Matrix Sticky Mindshare,University placement compliance and internship onboarding workflow.,Retail,Compliance,3,3,2,4,5,2,1,9,3,4,4,4,1,4,76,Intelligent Document Processing,High,High
P0889,Repurpose Viral Communities,"Procurement process involving vendor comparison, approvals, and compliance checks.",Banking,Operations,3,2,2,3,1,5,4,4,5,4,5,1,5,2,60,AI Agent,Medium,Medium
P0890,Harness Web-Enabled Functionalities,"Procurement process involving vendor comparison, approvals, and compliance checks.",Insurance,Procurement,3,1,4,4,3,4,4,5,2,3,1,4,4,2,92,Intelligent Document Processing,Medium,High
P0891,Engage Ubiquitous Supply-Chains,University placement compliance and internship onboarding workflow.,Finance,Procurement,4,2,4,1,2,5,7,8,1,1,2,3,4,4,100,Workflow Automation,High,High
P0892,Whiteboard Extensible Communities,Finance team manually processes invoices through SAP and Excel with approval workflows.,Insurance,Operations,3,5,4,1,5,2,1,4,4,1,5,3,1,1,100,Workflow Automation,Medium,High
P0893,Engage Customized Paradigms,"Procurement process involving vendor comparison, approvals, and compliance checks.",Finance,Finance,1,2,4,2,2,1,3,8,1,1,5,4,3,3,64,Human-Assisted Automation,High,High
P0894,Aggregate Bricks-And-Clicks E-Markets,"HR onboarding process involving approvals, account creation, and employee record updates.",Insurance,Compliance,5,1,3,5,3,1,6,2,1,5,4,3,1,2,83,Intelligent Document Processing,Medium,High
P0895,Evolve Rich E-Services,University placement compliance and internship onboarding workflow.,Finance,Student Services,1,3,1,2,5,5,10,2,1,2,3,4,1,1,100,RPA,High,High
P0896,Enable Strategic Functionalities,"Procurement process involving vendor comparison, approvals, and compliance checks.",Finance,Sales,4,1,1,5,1,3,4,10,2,1,1,2,3,3,52,Process Redesign,High,Medium
P0897,Incubate Transparent Eyeballs,Finance team manually processes invoices through SAP and Excel with approval workflows.,Banking,IT,1,3,2,1,5,2,5,8,5,2,1,3,4,1,66,AI Agent,High,High
P0898,Implement Wireless Vortals,Healthcare records verification and compliance review process.,Banking,Operations,1,3,2,2,3,2,3,4,1,2,3,4,3,2,81,Intelligent Document Processing,Medium,High
P0899,Engineer Turn-Key Partnerships,Customer support process involving complaint analysis and escalation management.,Education,Student Services,2,2,4,1,4,3,1,5,2,2,4,5,4,3,100,Intelligent Document Processing,Medium,High
P0900,Re-Contextualize Enterprise Web Services,"Procurement process involving vendor comparison, approvals, and compliance checks.",Logistics,Student Services,5,5,2,3,1,4,10,1,3,3,3,2,4,3,96,Intelligent Document Processing,High,High
P0901,Brand Magnetic Metrics,"Procurement process involving vendor comparison, approvals, and compliance checks.",Telecommunications,HR,3,2,4,4,3,4,9,6,5,2,5,1,5,1,63,AI Agent,High,Medium
P0902,Deploy Front-End Networks,Customer support process involving complaint analysis and escalation management.,Retail,Compliance,2,3,5,5,4,2,5,7,1,2,4,5,4,5,97,Workflow Automation,High,High
P0903,Deliver Customized Action-Items,"Procurement process involving vendor comparison, approvals, and compliance checks.",Healthcare,HR,4,2,2,3,1,4,3,2,2,3,4,4,2,4,85,Workflow Automation,Low,High
P0904,Redefine Integrated Mindshare,University placement compliance and internship onboarding workflow.,Insurance,Student Services,1,5,3,1,1,2,2,4,2,3,4,5,4,1,90,Workflow Automation,Medium,High
P0905,Leverage Killer Deliverables,"HR onboarding process involving approvals, account creation, and employee record updates.",Retail,Student Services,5,3,5,2,5,4,8,5,5,4,5,2,1,1,100,RPA,High,High
P0906,Engage Dynamic Paradigms,Retail inventory reconciliation across multiple systems and spreadsheets.,Education,Customer Service,2,1,4,1,1,5,2,9,1,1,1,2,4,5,98,RPA,High,High
P0907,Streamline Vertical E-Business,University placement compliance and internship onboarding workflow.,Retail,IT,3,1,3,2,2,4,3,7,2,3,5,1,2,3,61,Human-Assisted Automation,High,Medium
P0908,Transition Leading-Edge E-Tailers,Healthcare records verification and compliance review process.,Education,Operations,4,1,2,5,4,5,8,8,2,4,1,2,3,2,88,Workflow Automation,High,High
P0909,Synthesize Bleeding-Edge Experiences,Healthcare records verification and compliance review process.,Government,Procurement,5,1,3,2,2,3,4,2,1,1,1,3,4,2,93,Intelligent Document Processing,Medium,High
P0910,Generate B2C Users,Finance team manually processes invoices through SAP and Excel with approval workflows.,Healthcare,Operations,2,2,1,5,1,2,9,5,2,1,3,1,2,1,25,Do Not Automate,High,Low
P0911,E-Enable 24/365 Schemas,Customer support process involving complaint analysis and escalation management.,Insurance,Compliance,5,3,4,2,3,5,3,8,4,1,3,3,4,5,100,Workflow Automation,High,High
P0912,Incubate Innovative E-Markets,Healthcare records verification and compliance review process.,Retail,Compliance,5,3,3,4,2,1,8,4,4,5,1,3,1,1,61,AI Copilot,High,High
P0913,Scale Turn-Key E-Markets,"Procurement process involving vendor comparison, approvals, and compliance checks.",Finance,Student Services,1,1,1,4,4,1,10,2,1,3,1,3,5,5,47,Process Redesign,High,Medium
P0914,Facilitate Frictionless Technologies,Finance team manually processes invoices through SAP and Excel with approval workflows.,Banking,Student Services,1,2,2,1,1,5,8,5,1,3,1,5,1,1,91,Workflow Automation,High,High
P0915,Incentivize Granular Portals,Insurance claims process involving document validation and manual data entry.,Healthcare,Procurement,1,4,2,3,3,2,5,9,2,1,1,3,5,4,74,AI Agent,High,High
P0916,Incubate Value-Added Experiences,Insurance claims process involving document validation and manual data entry.,Education,HR,2,3,4,2,4,1,7,8,5,3,1,4,5,2,79,Intelligent Document Processing,High,High
P0917,Envisioneer Frictionless Infrastructures,University placement compliance and internship onboarding workflow.,Telecommunications,Compliance,1,2,1,1,2,5,3,5,5,1,4,3,5,3,47,Process Redesign,Medium,Medium
P0918,Unleash Next-Generation Supply-Chains,"HR onboarding process involving approvals, account creation, and employee record updates.",Finance,Customer Service,2,4,3,1,5,3,5,3,5,1,3,5,5,5,100,Workflow Automation,Medium,High
P0919,Cultivate Value-Added Infrastructures,Healthcare records verification and compliance review process.,Telecommunications,Customer Service,2,2,3,2,4,1,8,7,2,3,2,4,5,5,74,AI Copilot,High,High
P0920,Revolutionize Sticky Initiatives,Finance team manually processes invoices through SAP and Excel with approval workflows.,Finance,Procurement,5,3,2,3,1,3,2,2,4,4,1,4,1,1,87,Intelligent Document Processing,Low,High
P0921,Implement 24/365 Supply-Chains,Customer support process involving complaint analysis and escalation management.,Healthcare,Finance,5,2,1,2,3,5,9,8,2,2,2,1,5,5,95,RPA,High,High
P0922,Transform Next-Generation Action-Items,Insurance claims process involving document validation and manual data entry.,Telecommunications,Sales,4,4,5,4,3,3,4,8,4,2,2,5,3,1,100,Workflow Automation,High,High
P0923,Expedite Leading-Edge Experiences,Finance team manually processes invoices through SAP and Excel with approval workflows.,Education,Claims,5,1,3,4,4,1,1,7,3,1,4,5,1,2,77,Intelligent Document Processing,High,High
P0924,Visualize Scalable Schemas,University placement compliance and internship onboarding workflow.,Telecommunications,Student Services,5,1,2,1,3,1,4,6,2,4,1,2,4,2,86,Intelligent Document Processing,Medium,High
P0925,Facilitate Next-Generation Supply-Chains,Insurance claims process involving document validation and manual data entry.,Education,Sales,3,4,1,2,4,2,6,1,3,3,5,1,3,1,79,Workflow Automation,Medium,High
P0926,Transform Proactive Functionalities,Finance team manually processes invoices through SAP and Excel with approval workflows.,Banking,IT,3,1,5,3,5,5,6,7,2,4,5,4,5,1,100,Intelligent Document Processing,High,High
P0927,E-Enable Virtual Markets,Insurance claims process involving document validation and manual data entry.,Telecommunications,Compliance,5,1,4,4,1,1,3,4,1,1,2,1,4,5,70,AI Agent,Medium,Medium
P0928,Target Dot-Com Platforms,Finance team manually processes invoices through SAP and Excel with approval workflows.,Healthcare,IT,3,5,5,2,2,3,9,5,2,2,4,3,5,1,100,Intelligent Document Processing,High,High
P0929,Visualize Integrated Web-Readiness,Healthcare records verification and compliance review process.,Manufacturing,HR,5,3,4,3,4,5,9,1,4,3,3,5,5,5,100,Workflow Automation,High,High
P0930,Incentivize Real-Time Users,University placement compliance and internship onboarding workflow.,Government,Procurement,4,5,4,4,1,1,1,5,4,5,4,5,2,4,79,Intelligent Document Processing,Medium,High
P0931,Incubate Scalable Communities,Retail inventory reconciliation across multiple systems and spreadsheets.,Telecommunications,Claims,2,2,3,4,4,4,8,2,4,2,1,4,3,2,84,RPA,High,High
P0932,Engage Distributed Bandwidth,"Procurement process involving vendor comparison, approvals, and compliance checks.",Telecommunications,Customer Service,1,4,1,4,4,5,3,10,1,4,5,2,3,5,91,RPA,High,High
P0933,E-Enable Transparent Relationships,Healthcare records verification and compliance review process.,Telecommunications,Customer Service,5,4,3,5,4,5,1,7,5,1,3,1,5,5,99,Intelligent Document Processing,High,High
P0934,Unleash Granular Partnerships,Healthcare records verification and compliance review process.,Government,Student Services,2,5,5,1,2,5,2,3,4,5,3,5,5,4,100,Intelligent Document Processing,Low,High
P0935,Orchestrate Open-Source Roi,Insurance claims process involving document validation and manual data entry.,Banking,Customer Service,4,5,1,3,4,3,4,6,1,4,2,5,3,1,100,Workflow Automation,Medium,High
P0936,Exploit Sticky Systems,"HR onboarding process involving approvals, account creation, and employee record updates.",Retail,Sales,2,1,1,2,4,2,8,6,3,3,5,3,5,2,63,AI Agent,High,High
P0937,Expedite Clicks-And-Mortar Relationships,"Procurement process involving vendor comparison, approvals, and compliance checks.",Insurance,IT,2,1,2,3,3,5,8,7,3,3,3,4,1,2,67,AI Copilot,High,Medium
P0938,Benchmark Leading-Edge E-Commerce,University placement compliance and internship onboarding workflow.,Government,Compliance,4,3,5,5,5,3,9,3,1,5,5,4,1,2,100,RPA,High,High
P0939,Expedite Killer Infrastructures,University placement compliance and internship onboarding workflow.,Manufacturing,Claims,5,3,1,2,1,3,8,1,3,4,5,5,2,3,88,RPA,High,High
P0940,Generate End-To-End Web-Readiness,Retail inventory reconciliation across multiple systems and spreadsheets.,Telecommunications,Customer Service,1,2,5,2,2,4,3,6,5,2,3,2,1,5,65,AI Agent,Medium,High
P0941,Leverage Granular Users,Customer support process involving complaint analysis and escalation management.,Logistics,Procurement,3,3,2,1,3,2,10,3,1,4,4,1,4,5,73,AI Copilot,High,Medium
P0942,Seize Value-Added Architectures,Retail inventory reconciliation across multiple systems and spreadsheets.,Education,Claims,4,1,4,2,3,2,8,1,3,4,2,1,2,5,63,AI Agent,High,High
P0943,Harness Cutting-Edge E-Markets,Insurance claims process involving document validation and manual data entry.,Finance,Finance,4,4,3,3,2,2,7,2,1,4,1,3,2,1,100,RPA,High,High
P0944,Unleash Strategic E-Markets,University placement compliance and internship onboarding workflow.,Telecommunications,Procurement,5,5,1,3,3,4,8,3,3,3,5,3,5,1,100,Intelligent Document Processing,High,High
